"Type","Classification","Flow_Substance","Flow_Rate_m3_day","Stabilized_Shut_In_Pressure_kPa","Source_Depth_mkb","Ground_Water_Base_mkb"
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,30,0,0
"Gas Migration","Non Serious","Gas",0,0,527.97,129.61
"Gas Migration","Non Serious","Gas",0,0,459.4,133.31
"Gas Migration","Non Serious","Gas",0,0,455.1,129.61
"Gas Migration","Non Serious","Gas",0,0,159,129.61
"Gas Migration","Non Serious","Gas",0,0,376.2,129.61
"Gas Migration","Non Serious","Gas",0,0,535.2,133.31
"Gas Migration","Non Serious","Gas",0,0,360.1,129.61
"Gas Migration","Non Serious","Gas",0,0,150,129.61
"Gas Migration","Non Serious","Gas",0,0,442.8,129.61
"Gas Migration","Non Serious","Gas",0,0,154,133.31
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,250,0,0
"Vent Flow","Non Serious","Gas",2,258,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",3.62,389,0,286.8
"Vent Flow","Serious","Gas",561.3,1429,0,304.1
"Vent Flow/Gas Migration","Serious","Gas",0.4,785,148,104.2
"Vent Flow","Non Serious","Gas",1.92,151,226,225.6
"Vent Flow","Non Serious","Gas",63,124,409,602.11
"Vent Flow","Serious","Gas",4800,1660,659,410
"Vent Flow","Non Serious","Gas",1.3,29,540,92
"Vent Flow","Non Serious","Gas",3.55,541,178,310.1
"Vent Flow","Serious","Gas",0.01,20,595,600
"Vent Flow","Non Serious","Gas",0.12,50,0,212
"Vent Flow","Non Serious","Gas",0,637,0,0
"Vent Flow","Non Serious","Gas",1,40,0,0
"Vent Flow","Serious","Gas",125.05,4800,1280,564
"Vent Flow","Serious","Not Converted",0,180,0,0
"Vent Flow","Serious","Gas",14.3,113,514,203
"Vent Flow","Non Serious","Gas",0,400,0,0
"Vent Flow","Non Serious","Gas",27,180,0,0
"Vent Flow","Serious","Gas",7,545,0,0
"Vent Flow","Serious","Gas",0,105,0,0
"Vent Flow","Serious","Gas",0,29,0,0
"Vent Flow","Non Serious","Gas",3,71,0,0
"Vent Flow","Serious","Gas",1,120,0,0
"Vent Flow","Non Serious","Gas",0,407,0,0
"Vent Flow","Non Serious","Gas",1,200,0,183.8
"Vent Flow","Serious","Gas",3,310,0,153.6
"Vent Flow","Non Serious","Usable Water",6,0,0,0
"Vent Flow","Non Serious","Gas",0,360,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1,50,0,0
"Vent Flow","Non Serious","Usable Water",0,275,0,0
"Vent Flow","Non Serious","Gas",6,1622,0,0
"Vent Flow","Non Serious","Not Converted",0,186,0,0
"Vent Flow","Non Serious","Gas",0,648,275,0
"Vent Flow","Non Serious","Gas",0,138,0,0
"Vent Flow","Non Serious","Gas",3,10,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,80,0,0
"Vent Flow","Non Serious","Gas",0,210,0,0
"Vent Flow","Non Serious","Gas",3,280,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",65,1205,0,0
"Vent Flow","Serious","Gas",614.4,1195,0.1,600
"Vent Flow","Serious","Gas",3200,700,565,521.3
"Vent Flow","Non Serious","Gas",12.9,167,232,186.3
"Vent Flow","Non Serious","Gas",1,0,194.9,600
"Vent Flow","Serious","Gas",445,0,379,417
"Vent Flow","Non Serious","Gas",1,60,0,0
"Vent Flow","Non Serious","Gas",5.8,2423,500,105
"Vent Flow","Non Serious","Gas",1,135,0,0
"Vent Flow","Non Serious","Gas",1,110,0,0
"Vent Flow","Non Serious","Gas",0,480,0,0
"Vent Flow","Non Serious","Gas",1,65,250,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Serious","Gas",575,834,0,0
"Vent Flow","Non Serious","Gas",0,80,0,0
"Vent Flow","Non Serious","Gas",0,356,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",1,20,0,0
"Vent Flow","Serious","Gas",0,2,0,0
"Vent Flow","Non Serious","Gas",0,230,0,0
"Vent Flow","Serious","Gas",306,534,233,0
"Vent Flow","Serious","Gas",410,0,0,0
"Vent Flow","Non Serious","Gas",0,9,0,0
"Vent Flow","Serious","Gas",0,0,815,0
"Vent Flow","Non Serious","Gas",21,0,0,0
"Vent Flow","Non Serious","Gas",21,124,0,0
"Vent Flow","Non Serious","Gas",5,1220,0,0
"Vent Flow","Non Serious","Gas",0,140,0,0
"Vent Flow","Non Serious","Gas",1,97,0,0
"Vent Flow","Non Serious","Gas",0,717,0,0
"Vent Flow","Non Serious","Gas",0,12,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",5,20,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",7,720,1048,0
"Vent Flow","Non Serious","Gas",2,35,0,0
"Vent Flow","Non Serious","Gas",0,800,0,0
"Vent Flow","Non Serious","Gas",0,48,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",8,213,348,600
"Vent Flow","Non Serious","Gas",280.96,783,0,417.31
"Vent Flow","Non Serious","Gas",8.7,662,325.7,193.9
"Vent Flow","Non Serious","Gas",26,189,601,381.3
"Vent Flow","Serious","Saline",0.01,4,90,600
"Vent Flow","Serious","Gas",28.8,380,3.9,223.8
"Vent Flow","Non Serious","Gas",4.32,457,186,94.24
"Vent Flow","Non Serious","Gas",8,497,200,298.7
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",6,1965,0,0
"Vent Flow","Serious","Gas",632,892,0,0
"Vent Flow","Non Serious","Gas",3,28,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",0,1300,0,0
"Vent Flow","Non Serious","Gas",238,300,0,0
"Vent Flow","Non Serious","Gas",0,138,0,91.4
"Vent Flow","Non Serious","Gas",0,262,0,0
"Vent Flow","Non Serious","Gas",0,600,0,92.6
"Vent Flow","Non Serious","Gas",2,1681,0,384.8
"Vent Flow","Non Serious","Gas",0,75,0,0
"Vent Flow","Non Serious","Gas",0,1365,0,0
"Vent Flow","Non Serious","Gas",0,960,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,172,0,0
"Vent Flow","Non Serious","Gas",0,140,0,0
"Vent Flow","Non Serious","Gas",0,35,0,0
"Vent Flow","Non Serious","Gas",0,105,0,0
"Vent Flow","Non Serious","Gas",1.54,88,358,604.47
"Vent Flow","Serious","Crude Oil",200,950,80,36.6
"Vent Flow","Serious","Gas",2448,19,1107,512.5
"Vent Flow","Serious","Saline",0.04,0,316,228
"Vent Flow","Non Serious","Gas",0.54,1100,500,114
"Vent Flow/Gas Migration","Serious","Gas",44.52,2416,643,250.4
"Vent Flow","Non Serious","Gas",6,110,0,0
"Vent Flow","Non Serious","Gas",12,110,0,0
"Vent Flow","Non Serious","Gas",7,150,0,0
"Vent Flow","Non Serious","Gas",30,255,0,0
"Vent Flow","Non Serious","Gas",182,0,0,100
"Vent Flow","Non Serious","Gas",0,750,0,0
"Vent Flow","Non Serious","Gas",0,172,0,0
"Vent Flow","Serious","Gas",0,1241,0,0
"Vent Flow","Non Serious","Gas",0,220,0,0
"Vent Flow","Non Serious","Gas",0,280,0,198.1
"Vent Flow","Non Serious","Gas",9,1202,0,193.2
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0.56,0,221,211
"Vent Flow","Non Serious","Gas",0.5,0,0,140.8
"Vent Flow","Non Serious","Gas",0.1,19,0,195.7
"Vent Flow","Non Serious","Gas",1,345,178,600
"Vent Flow","Non Serious","Gas",0,1400,0,265
"Vent Flow","Non Serious","Gas",61,28,475,243.8
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Serious","Gas",1,100,0,0
"Vent Flow","Serious","Gas",1,50,0,0
"Vent Flow","Serious","Gas",2800,7000,0,0
"Vent Flow","Non Serious","Gas",6,1105,0,0
"Vent Flow","Serious","Gas",4071,1280,0,0
"Vent Flow","Non Serious","Gas",3,40,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,41,0,0
"Vent Flow","Serious","Unusable Water",0,850,0,0
"Vent Flow","Non Serious","Gas",3,138,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",9.8,224,426,440.51
"Vent Flow","Serious","Gas",567.5,130,5,351.6
"Vent Flow","Serious","Gas",37.5,2641,845.2,345.6
"Vent Flow","Serious","Gas",734.03,846,1305,443.3
"Vent Flow","Non Serious","Gas",0.24,6,0,129.41
"Vent Flow","Non Serious","Gas",163.8,426,0,113.65
"Vent Flow","Serious","Gas",0.43,15,0,108.4
"Vent Flow","Non Serious","Gas",0.14,900,643,145.7
"Vent Flow","Serious","Gas",11.52,468,850,600
"Vent Flow","Serious","Crude Oil",90,400,1154,80
"Vent Flow","Serious","Gas",4946,871,476,531
"Vent Flow","Non Serious","Gas",30,1300,0,0
"Vent Flow","Non Serious","Gas",1,530,580,0
"Vent Flow","Non Serious","Gas",0,178,0,0
"Vent Flow","Serious","Gas",778,186,0,0
"Vent Flow","Non Serious","Gas",11,120,0,0
"Vent Flow","Non Serious","Gas",1,360,0,0
"Vent Flow","Non Serious","Gas",24,1450,0,141.5
"Vent Flow","Non Serious","Gas",7,1300,0,140.6
"Vent Flow","Non Serious","Gas",1,350,0,163.2
"Vent Flow","Non Serious","Gas",1,724,0,142.8
"Vent Flow","Non Serious","Gas",38,1724,0,141.2
"Vent Flow","Non Serious","Gas",23,1230,0,0
"Vent Flow","Serious","Gas",0,63,0,0
"Vent Flow","Non Serious","Not Converted",0,69,0,0
"Vent Flow","Non Serious","Not Converted",0,44,0,0
"Vent Flow","Non Serious","Gas",0,55,0,0
"Vent Flow","Non Serious","Gas",0,750,0,0
"Vent Flow","Non Serious","Gas",0,276,0,0
"Vent Flow","Non Serious","Gas",4,1034,0,151.5
"Vent Flow","Non Serious","Gas",0,206,0,0
"Vent Flow","Non Serious","Gas",0,63,0,0
"Vent Flow","Non Serious","Gas",1,50,0,159.1
"Vent Flow","Non Serious","Gas",1,862,0,141
"Vent Flow","Non Serious","Gas",0,280,0,0
"Vent Flow","Non Serious","Gas",18,1290,0,139.3
"Vent Flow","Non Serious","Gas",0,275,0,142.43
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",61,532,0,0
"Vent Flow","Non Serious","Gas",0,180,0,0
"Vent Flow","Non Serious","Gas",5,1025,0,148
"Vent Flow","Non Serious","Gas",3,1400,0,140.8
"Vent Flow","Non Serious","Gas",1,1,0,144
"Vent Flow","Non Serious","Gas",2,862,0,141.2
"Vent Flow","Non Serious","Gas",0,150,0,0
"Vent Flow","Non Serious","Gas",1,69,0,0
"Vent Flow","Non Serious","Gas",1,1,0,142.3
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",1,1800,0,0
"Vent Flow","Non Serious","Gas",15.6,1041,440,248
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Non Serious","Gas",0,48,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,320,0
"Vent Flow","Non Serious","Gas",0,38,0,0
"Vent Flow","Serious","Gas",366,2167,0,0
"Vent Flow","Non Serious","Not Converted",0,105,0,0
"Vent Flow","Non Serious","Gas",11,770,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",0,48,0,0
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Non Serious","Gas",0,21,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",2648,1613,201,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Serious","Gas",0,2070,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",48,275,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Unusable Water",0,0,0,0
"Vent Flow","Serious","Gas",717.79,641,300,370.4
"Vent Flow","Non Serious","Gas",0.06,656,814,302.8
"Vent Flow","Non Serious","Gas",0.02,70,0,228.82
"Vent Flow","Non Serious","Gas",4.1,874,0,714.84
"Vent Flow","Non Serious","Gas",6.17,843,0,678.6
"Vent Flow","Non Serious","Gas",0.1,10,762,515
"Vent Flow","Non Serious","Gas",16.31,78,505,160
"Vent Flow","Serious","Gas",612,363,890,626.2
"Vent Flow","Serious","Gas",479.25,473,365,192
"Vent Flow","Serious","Gas",1,70,440,445.1
"Vent Flow","Non Serious","Gas",0,1,0,0
"Vent Flow","Non Serious","Gas",1,1,523,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",160,365,0,0
"Vent Flow","Non Serious","Gas",0,48,0,0
"Vent Flow","Non Serious","Gas",0,340,0,0
"Vent Flow","Non Serious","Gas",1,1599,0,0
"Vent Flow","Non Serious","Gas",231,360,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,680,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0.09,246,447,170.8
"Vent Flow","Serious","Gas",0.5,100,0,44.07
"Vent Flow","Non Serious","Gas",0.1,1,0,109.66
"Vent Flow","Non Serious","Gas",0.1,1,0,109.72
"Vent Flow","Non Serious","Gas",23.13,810,0,278.4
"Vent Flow/Gas Migration","Serious","Gas",145,1511,512.5,87.66
"Vent Flow","Non Serious","Gas",0.1,18,0,152.1
"Vent Flow","Non Serious","Gas",0.21,1207,360,318.3
"Vent Flow","Non Serious","Usable Water",25,695,0,0
"Vent Flow","Non Serious","Usable Water",0,730,0,0
"Vent Flow","Non Serious","Usable Water",0,825,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Serious","Non-Saline",4.6,402,200,313
"Vent Flow","Non Serious","Gas",25,179,0,0
"Vent Flow","Serious","Gas",19.82,6550,209,345
"Vent Flow","Non Serious","Gas",0,150,0,0
"Vent Flow","Serious","Not Converted",4300,752,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",2,517,0,0
"Vent Flow","Non Serious","Gas",1,600,0,262.1
"Vent Flow","Non Serious","Gas",13,1103,0,147.8
"Vent Flow","Non Serious","Gas",4,738,0,182
"Vent Flow","Non Serious","Gas",33,585,0,187.5
"Vent Flow","Non Serious","Gas",8,85,0,199.6
"Vent Flow","Non Serious","Gas",0,266,0,185
"Vent Flow","Non Serious","Gas",0,150,0,0
"Vent Flow","Non Serious","Gas",150,350,0,302
"Vent Flow","Non Serious","Gas",100,0,0,185.3
"Vent Flow","Serious","Gas",781,234,0,0
"Vent Flow","Non Serious","Not Converted",0,1515,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",0,100,0,0
"Vent Flow","Non Serious","Gas",0,163,0,186.2
"Vent Flow","Non Serious","Gas",0,268,0,0
"Vent Flow","Non Serious","Gas",2,550,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",4.83,8,234,234.6
"Vent Flow","Non Serious","Gas",0.05,1,0,70.85
"Vent Flow","Non Serious","Gas",144.3,416,539,501.6
"Vent Flow","Non Serious","Gas",2.72,90,398,296.1
"Vent Flow","Non Serious","Gas",0.1,60,305,170.6
"Vent Flow","Non Serious","Gas",138.51,250,72,512.21
"Vent Flow","Non Serious","Gas",0.6,479,0,116.9
"Vent Flow","Non Serious","Gas",1.2,1274,628,342
"Vent Flow","Serious","Gas",0,0,0,68
"Vent Flow","Non Serious","Gas",1,1,406,321.4
"Vent Flow","Non Serious","Usable Water",0,241,0,0
"Vent Flow","Non Serious","Gas",0,655,0,0
"Vent Flow","Non Serious","Gas",180,190,0,0
"Vent Flow","Non Serious","Gas",10,135,0,0
"Vent Flow","Non Serious","Gas",0,577,0,0
"Vent Flow","Non Serious","Gas",0,643,0,0
"Vent Flow","Non Serious","Gas",0,1047,0,165
"Vent Flow","Non Serious","Gas",0,1127,0,0
"Vent Flow","Non Serious","Gas",27,297,0,0
"Vent Flow","Non Serious","Gas",24,20,0,0
"Vent Flow","Non Serious","Gas",0,350,0,0
"Vent Flow","Non Serious","Gas",0,390,0,605.5
"Vent Flow","Non Serious","Gas",0,29,0,0
"Vent Flow","Non Serious","Gas",9,224,0,0
"Vent Flow","Non Serious","Not Converted",0,1350,0,0
"Vent Flow","Non Serious","Gas",0,205,0,0
"Vent Flow","Serious","Gas",8.3,2800,680,165
"Vent Flow","Non Serious","Gas",1,357,0,0
"Vent Flow","Serious","Gas",1,1311,0,0
"Vent Flow","Serious","Gas",14,117,0,0
"Vent Flow","Serious","Gas",7,600,0,0
"Vent Flow","Serious","Not Converted",20,205,0,0
"Vent Flow","Serious","Gas",3,14,0,0
"Vent Flow","Serious","Gas",3,40,0,0
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",3,965,0,0
"Vent Flow","Non Serious","Gas",0,345,0,0
"Vent Flow","Serious","Gas",522,375,215,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,786,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",402,687,0,0
"Vent Flow","Non Serious","Gas",0,944,0,0
"Vent Flow","Serious","Gas",0,1380,0,0
"Vent Flow","Non Serious","Usable Water",0,0,0,0
"Vent Flow","Non Serious","Gas",0,1300,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,80,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,820,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,262,0,0
"Vent Flow","Serious","Gas",60.73,2419,56.5,543.7
"Vent Flow","Non Serious","Gas",1.6,292,0,128.5
"Vent Flow","Non Serious","Gas",1,650,0.1,173
"Vent Flow","Non Serious","Gas",1,510,0.1,192
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",0,15,0,0
"Vent Flow","Serious","Not Converted",12,206,0,0
"Vent Flow","Non Serious","Gas",0,1986,0,0
"Vent Flow","Non Serious","Gas",0,1110,0,0
"Vent Flow","Non Serious","Gas",0,193,0,0
"Vent Flow","Non Serious","Gas",0,717,0,0
"Vent Flow","Non Serious","Gas",0,30,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0.19,12,0,90.1
"Vent Flow","Non Serious","Gas",1.28,6,151,317.5
"Vent Flow","Non Serious","Gas",0.01,0,0,120.37
"Vent Flow","Non Serious","Gas",150.8,193,0,343.91
"Vent Flow","Non Serious","Gas",0.29,701,0,120.15
"Vent Flow","Non Serious","Gas",0.05,5,669,247.3
"Vent Flow","Non Serious","Gas",0.7,786,0,197.2
"Vent Flow","Non Serious","Gas",0.01,300,251,355.09
"Vent Flow","Serious","Crude Oil",1.7,984,50,26.2
"Vent Flow","Non Serious","Gas",0.05,35,280,100
"Vent Flow","Non Serious","Gas",76.45,47,194,427
"Vent Flow","Serious","Gas",2.24,255,488,204
"Vent Flow","Serious","Gas",1,110,2,211.15
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1,700,0,0
"Vent Flow","Non Serious","Gas",0,48,0,0
"Vent Flow","Serious","Gas",301,0,680,0
"Vent Flow","Non Serious","Gas",3,1385,0,0
"Vent Flow","Serious","Gas",1000,500,298,495
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1,7,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",14,50,0,0
"Vent Flow","Non Serious","Gas",0,430,0,0
"Gas Migration","Non Serious","Gas",0,0,0,132.62
"Vent Flow","Non Serious","Gas",0.37,1,282,60.2
"Vent Flow","Non Serious","Gas",0.31,310,282,473
"Vent Flow","Non Serious","Gas",0.42,8,475,508.3
"Vent Flow","Serious","Gas",0.02,64,138.3,140.8
"Vent Flow","Non Serious","Gas",6.62,256,0,242.2
"Vent Flow","Non Serious","Gas",5.6,180,472.7,121.6
"Vent Flow","Serious","Gas",285,151,0,0
"Vent Flow/Gas Migration","Serious","Gas",7650,483,436,290
"Vent Flow","Non Serious","Gas",0,284,0,0
"Vent Flow","Serious","Gas",0,7000,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Serious","Gas",0,1650,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",2,240,0,0
"Vent Flow","Non Serious","Gas",7,140,0,0
"Vent Flow","Non Serious","Gas",0.17,1,253,261.4
"Vent Flow","Serious","Gas",870,1100,1312,380.3
"Vent Flow","Non Serious","Gas",44,1263,241.5,240
"Gas Migration","Non Serious","Gas",0.1,1,0,150.5
"Vent Flow","Serious","Gas",500,310,249,231
"Vent Flow","Non Serious","Usable Water",0,0,0,0
"Vent Flow","Non Serious","Usable Water",0,0,0,0
"Vent Flow","Non Serious","Gas",0.2,14,317,317
"Vent Flow","Non Serious","Gas",1,1,0,190.5
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Serious","Gas",24,18,0,0
"Vent Flow","Non Serious","Gas",0,10,0,0
"Vent Flow","Non Serious","Gas",0,100,0,0
"Vent Flow","Non Serious","Gas",0,140,0,0
"Vent Flow","Serious","Gas",512,885,0,0
"Vent Flow","Non Serious","Gas",69,980,0,0
"Vent Flow","Non Serious","Gas",2,34,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Not Converted",3,100,200,0
"Vent Flow","Non Serious","Gas",0.43,297,303.9,82.31
"Vent Flow","Non Serious","Gas",3.86,61,971,479.4
"Vent Flow","Non Serious","Gas",0.02,214,0,332.6
"Vent Flow","Serious","Gas",49.4,1658,2673,530.9
"Vent Flow","Serious","Gas",168,1515,1912,227
"Vent Flow","Non Serious","Gas",0.01,13,0,275
"Vent Flow","Serious","Other",0.46,1505,1995,546
"Vent Flow","Serious","Gas",339.8,550,5,423
"Vent Flow/Gas Migration","Serious","Gas",1.08,414,212,42.72
"Vent Flow","Serious","Gas",431.4,313,451,389.91
"Vent Flow","Non Serious","Gas",0.01,10,406,600
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Serious","Hydrocarbon Liquid",0,48,0,0
"Vent Flow","Serious","Gas",680,1190,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,172,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,150,0,0
"Vent Flow","Non Serious","Gas",1,300,0,0
"Vent Flow","Serious","Gas",8,690,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",22,221,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",11,551,274,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,97,0,0
"Vent Flow","Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,262,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,517,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,524,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,0,170,0
"Vent Flow","Non Serious","Gas",0,1400,0,0
"Vent Flow","Non Serious","Gas",13,530,0,0
"Vent Flow","Serious","Gas",23,400,141,50
"Vent Flow","Non Serious","Gas",1,105,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",2.04,118,395,324
"Vent Flow","Non Serious","Gas",1.64,131,725,302.3
